date,nav
2021-10-04,114.9487
2021-10-01,114.8873
2021-09-30,114.8989
2021-09-29,114.8817
2021-09-28,114.9438
2021-09-27,114.9032
2021-09-24,115.3538
2021-09-23,115.4294
2021-09-22,115.4258
2021-09-21,115.4085
2021-09-20,115.4012
2021-09-17,115.3458
2021-09-16,115.3241
2021-09-15,115.2934
2021-09-14,115.2739
2021-09-13,115.2632
2021-09-09,115.2197
2021-09-08,115.1958
2021-09-07,115.1772
2021-09-06,115.1856
2021-09-03,115.1497
2021-09-02,115.1293
2021-09-01,115.0735
2021-08-31,115.0125
2021-08-30,114.9766
2021-08-27,115.3155
2021-08-26,115.2847
2021-08-25,115.2815
2021-08-24,115.2636
2021-08-23,115.261
2021-08-20,115.2262
2021-08-18,115.1985
2021-08-17,115.1084
2021-08-13,115.0037
2021-08-12,114.9208
2021-08-11,114.8618
2021-08-10,114.8506
2021-08-09,114.7844
2021-08-06,114.7393
2021-08-05,114.8285
2021-08-04,114.7833
2021-08-03,114.7638
2021-08-02,114.7317
2021-07-30,115.2312
2021-07-29,115.2146
2021-07-28,115.2002
2021-07-27,115.1792
2021-07-26,115.1344
2021-07-23,115.0559
2021-07-22,115.0576
2021-07-20,115.0556
2021-07-19,115.0105
2021-07-16,114.9651
2021-07-15,114.8614
2021-07-14,114.7937
2021-07-13,114.7921
2021-07-12,114.6836
2021-07-09,114.718
2021-07-08,114.6911
2021-07-07,114.5719
2021-07-06,114.493
2021-07-05,114.5583
2021-07-02,114.479
2021-07-01,114.5007
2021-06-30,114.4609
2021-06-29,114.4769
2021-06-28,114.4858
2021-06-25,114.9409
2021-06-24,114.967
2021-06-23,114.9491
2021-06-22,114.9456
2021-06-21,114.9786
2021-06-18,114.9244
2021-06-17,114.8877
2021-06-16,114.8964
2021-06-15,115.0533
2021-06-14,115.1518
2021-06-11,115.1121
2021-06-10,115.0681
2021-06-09,115.0339
2021-06-08,114.9364
2021-06-07,114.9167
2021-06-04,114.8243
2021-06-03,114.7883
2021-06-02,114.7326
2021-06-01,114.7233
2021-05-31,114.7296
2021-05-28,115.149
2021-05-27,115.1498
2021-05-25,115.1122
2021-05-24,115.0556
2021-05-21,115.0071
2021-05-20,114.9815
2021-05-19,114.9753
2021-05-18,114.8748
2021-05-17,114.8275
2021-05-14,114.776
2021-05-12,114.7761
2021-05-11,114.7835
2021-05-10,114.7063
2021-05-07,114.6714
2021-05-06,114.641
2021-05-05,114.6215
2021-05-04,114.5851
2021-05-03,114.5671
2021-04-30,115.0397
2021-04-29,114.9751
2021-04-28,114.9685
2021-04-27,114.8994
2021-04-26,114.8037
2021-04-23,114.672
2021-04-22,114.6104
2021-04-20,114.5696
2021-04-19,114.5374
2021-04-16,114.437
2021-04-15,114.4921
2021-04-12,114.5726
2021-04-09,114.524
2021-04-08,114.4558
2021-04-07,114.4377
2021-04-06,114.4861
2021-04-05,114.3342
2021-03-31,114.1409
2021-03-30,114.0752
2021-03-26,114.4184
2021-03-25,114.3561
2021-03-24,114.3061
2021-03-23,114.1858
2021-03-22,113.9034
2021-03-19,113.7465
2021-03-18,113.5601
2021-03-17,113.5279
2021-03-16,113.5054
2021-03-15,113.5211
2021-03-12,113.7417
2021-03-10,113.8015
2021-03-09,113.8036
2021-03-08,113.8087
2021-03-05,113.7687
2021-03-04,113.7903
2021-03-03,113.7686
2021-03-02,113.7394
2021-03-01,113.678
2021-02-26,114.0583
2021-02-25,114.1094
2021-02-24,114.1
2021-02-23,114.0851
2021-02-22,114.1459
2021-02-18,114.301
2021-02-17,114.3385
2021-02-16,114.3657
2021-02-15,114.3157
2021-02-12,114.2643
2021-02-11,114.2149
2021-02-10,114.1122
2021-02-09,114.1056
2021-02-08,114.2086
2021-02-05,114.1341
2021-02-04,114.2659
2021-02-03,114.2656
2021-02-02,114.2138
2021-02-01,114.4904
2021-01-29,115.3819
2021-01-28,115.3716
2021-01-27,115.3483
2021-01-25,115.3284
2021-01-22,115.2936
2021-01-21,115.3264
2021-01-20,115.3007
2021-01-19,115.234
2021-01-18,115.2238
2021-01-15,115.3916
2021-01-14,115.4472
2021-01-13,115.6024
2021-01-12,115.6347
2021-01-11,115.7614
2021-01-08,115.9422
2021-01-07,115.8736
2021-01-06,115.8358
2021-01-05,115.8371
2021-01-04,115.7025
2021-01-01,115.5989
2020-12-31,115.5324
2020-12-30,115.5142
2020-12-29,115.465
2020-12-28,115.9231
2020-12-24,115.8137
2020-12-23,115.7812
2020-12-22,115.7358
2020-12-21,115.728
2020-12-18,115.7615
2020-12-17,115.7347
2020-12-16,115.7215
2020-12-15,115.7238
2020-12-14,115.6842
2020-12-11,115.6558
2020-12-10,115.6932
2020-12-09,115.6721
2020-12-08,115.6986
2020-12-07,115.6977
2020-12-04,115.6688
2020-12-03,115.5373
2020-12-02,115.5318
2020-12-01,115.6267
2020-11-27,116.0396
2020-11-26,116.0346
2020-11-25,115.9137
2020-11-24,115.8262
2020-11-23,115.7881
2020-11-20,115.7319
2020-11-19,115.6673
2020-11-18,115.5415
2020-11-17,115.5006
2020-11-13,115.4146
2020-11-12,115.3769
2020-11-11,115.2977
2020-11-10,115.2803
2020-11-09,115.3004
2020-11-06,115.2932
2020-11-05,115.2126
2020-11-04,115.0692
2020-11-03,115.0686
2020-11-02,115.6556
2020-10-29,115.5881
2020-10-28,115.6029
2020-10-27,115.6133
2020-10-26,115.6324
2020-10-23,115.4839
2020-10-22,115.3944
2020-10-21,115.4147
2020-10-20,115.4084
2020-10-19,115.3141
2020-10-16,115.2214
2020-10-15,115.2253
2020-10-14,115.1235
2020-10-13,115.0347
2020-10-12,114.8934
2020-10-09,114.7972
2020-10-08,114.3141
2020-10-07,114.2121
2020-10-06,114.1347
2020-10-05,114.0791
2020-10-01,113.9887
2020-09-30,113.8501
2020-09-29,113.7557
2020-09-28,113.7793
2020-09-25,114.2855
2020-09-24,114.3153
2020-09-23,114.3391
2020-09-22,114.2977
2020-09-21,114.2637
2020-09-18,114.1939
2020-09-17,114.1654
2020-09-16,114.1286
2020-09-15,114.0451
2020-09-14,114.1387
2020-09-11,114.129
2020-09-10,114.1554
2020-09-09,114.2
2020-09-08,114.1849
2020-09-07,114.4495
2020-09-04,114.6107
2020-09-03,114.587
2020-09-02,114.4222
2020-09-01,114.3826
2020-08-31,113.8966
2020-08-28,113.9526
2020-08-27,114.0546
2020-08-26,114.1324
2020-08-25,114.195
2020-08-24,114.0886
2020-08-21,114.3114
2020-08-20,114.6607
2020-08-19,114.6038
2020-08-18,114.6361
2020-08-17,114.6604
2020-08-14,114.6553
2020-08-13,114.7357
2020-08-12,114.649
2020-08-11,114.6987
2020-08-10,114.6896
2020-08-07,114.7179
2020-08-06,114.7742
2020-08-05,114.9053
2020-08-04,114.8786
2020-08-03,114.8358
2020-07-31,115.4417
2020-07-30,115.3292
2020-07-29,115.2784
2020-07-28,115.2442
2020-07-27,115.3317
2020-07-24,115.4014
2020-07-23,115.3939
2020-07-22,115.3349
2020-07-21,115.3879
2020-07-20,115.4573
2020-07-17,115.3941
2020-07-16,115.3514
2020-07-15,115.3254
2020-07-14,115.1805
2020-07-13,115.2497
2020-07-10,115.1746
2020-07-09,114.94
2020-07-08,114.8548
2020-07-07,114.6516
2020-07-06,114.4737
2020-07-03,114.3133
2020-07-02,114.2212
2020-07-01,114.0975
2020-06-30,114.0015
2020-06-29,113.8942
2020-06-26,114.2964
2020-06-25,114.1683
2020-06-24,114.0357
2020-06-23,114.0201
2020-06-22,113.8509
2020-06-19,113.7331
2020-06-18,113.5215
2020-06-17,113.2939
2020-06-16,113.1275
2020-06-15,113.0007
2020-06-12,112.8731
2020-06-11,112.843
2020-06-10,112.7308
2020-06-09,112.6594
2020-06-08,112.6017
2020-06-05,112.6316
2020-06-04,112.572
2020-06-03,112.5829
2020-06-02,112.4787
2020-06-01,112.5633
2020-05-29,113.3082
2020-05-28,113.3113
2020-05-27,113.3361
2020-05-26,113.3579
2020-05-22,113.3002
2020-05-21,112.7941
2020-05-20,112.703
2020-05-19,112.6023
2020-05-18,112.4812
2020-05-15,112.3397
2020-05-14,112.3407
2020-05-13,112.0524
2020-05-12,111.9071
2020-05-11,111.6842
2020-05-08,112.0295
2020-05-06,111.8223
2020-05-05,111.4999
2020-05-04,111.2481
2020-04-30,110.9273
2020-04-29,110.8478
2020-04-28,110.8223
2020-04-27,110.9547
2020-04-24,111.4441
2020-04-23,112.1098
2020-04-22,111.7549
2020-04-21,111.7114
2020-04-20,111.4857
2020-04-17,110.9061
2020-04-16,110.2891
2020-04-15,110.0937
2020-04-13,109.8803
2020-04-09,109.7611
2020-04-08,109.7548
2020-04-07,110.3288
2020-04-03,110.857
2020-03-31,111.074
2020-03-30,110.72
2020-03-27,111.3447
2020-03-26,108.5798
2020-03-24,108.3168
2020-03-23,108.2333
2020-03-20,108.917
2020-03-19,108.4269
2020-03-18,109.3317
2020-03-17,109.7848
2020-03-16,110.2412
2020-03-13,110.2707
2020-03-12,110.8019
2020-03-11,111.4042
2020-03-09,111.6009
2020-03-06,111.6226
2020-03-05,111.4864
2020-03-04,111.5057
2020-03-03,111.1901
2020-03-02,111.1706
2020-02-28,111.6177
2020-02-27,111.7208
2020-02-26,111.7887
2020-02-25,111.6919
2020-02-24,111.7404
2020-02-20,111.6158
2020-02-18,111.6223
2020-02-17,111.6706
2020-02-14,111.5395
2020-02-13,111.465
2020-02-12,111.3429
2020-02-11,111.3475
2020-02-10,111.316
2020-02-07,111.2086
2020-02-06,110.8925
2020-02-05,110.5073
2020-02-04,110.4945
2020-02-03,110.4123
2020-01-31,110.8255
2020-01-30,110.8079
2020-01-29,110.7906
2020-01-28,110.8119
2020-01-27,110.7762
2020-01-24,110.6895
2020-01-23,110.634
2020-01-22,110.5759
2020-01-21,110.4953
2020-01-20,110.4561
2020-01-17,110.3861
2020-01-16,110.3478
2020-01-15,110.2888
2020-01-14,110.2361
2020-01-13,110.3227
2020-01-10,110.2716
2020-01-09,110.3095
2020-01-08,110.2429
2020-01-07,110.2058
2020-01-06,110.1547
2020-01-03,110.1752
2020-01-02,110.0621
2020-01-01,110.0228
2019-12-31,109.9413
2019-12-30,109.9382
2019-12-27,110.397
2019-12-26,110.3417
2019-12-24,110.3453
2019-12-23,110.3388
2019-12-20,110.2695
2019-12-19,110.0507
2019-12-18,110.037
2019-12-17,109.9658
2019-12-16,109.9276
2019-12-13,109.8387
2019-12-12,109.9182
2019-12-11,109.9289
2019-12-10,109.994
2019-12-09,110.026
2019-12-06,110.042
2019-12-05,110.1194
2019-12-04,110.4731
2019-12-03,110.3907
2019-12-02,110.3755
2019-11-29,110.9571
2019-11-28,110.9248
2019-11-27,110.8503
2019-11-26,110.8201
2019-11-25,110.7822
2019-11-22,110.672
2019-11-21,110.6353
2019-11-20,110.6194
2019-11-19,110.5576
2019-11-18,110.5188
2019-11-15,110.4222
2019-11-14,110.3484
2019-11-13,110.2489
2019-11-11,110.1501
2019-11-08,110.1335
2019-11-07,110.2005
2019-11-06,110.1785
2019-11-05,110.1846
2019-11-04,110.1997
2019-11-01,110.1553
2019-10-31,110.0858
2019-10-30,109.9231
2019-10-29,109.8202
2019-10-25,110.2327
2019-10-24,110.1937
2019-10-23,110.1268
2019-10-22,110.0294
2019-10-18,109.913
2019-10-17,109.8136
2019-10-16,109.7867
2019-10-15,109.7145
2019-10-14,109.6696
2019-10-11,109.5755
2019-10-10,109.5454
2019-10-09,109.5196
2019-10-07,109.4799
2019-10-04,109.4236
2019-10-03,109.4707
2019-10-01,109.3164
2019-09-30,109.224
2019-09-27,109.6423
2019-09-26,109.6283
2019-09-25,109.6058
2019-09-24,109.5892
2019-09-23,109.6092
2019-09-20,109.5519
2019-09-19,109.9778
2019-09-18,109.9313
2019-09-17,109.7487
2019-09-16,109.8062
2019-09-13,109.8398
2019-09-12,109.7589
2019-09-11,109.8296
2019-09-09,109.9012
2019-09-06,109.7287
2019-09-05,109.777
2019-09-04,109.8376
2019-09-03,109.7778
2019-08-30,110.2865
2019-08-29,110.2533
2019-08-28,110.3481
2019-08-27,110.3908
2019-08-26,110.3851
2019-08-23,110.1595
2019-08-22,110.0902
2019-08-21,109.9698
2019-08-20,109.8301
2019-08-19,109.7468
2019-08-16,109.716
2019-08-14,109.5322
2019-08-13,109.8041
2019-08-09,109.7848
2019-08-08,109.9755
2019-08-07,109.8824
2019-08-06,109.7774
2019-08-05,109.6311
2019-08-02,109.7464
2019-08-01,109.4997
2019-07-31,109.5104
2019-07-30,109.3933
2019-07-29,109.288
2019-07-26,109.5879
2019-07-25,109.5664
2019-07-24,109.8209
2019-07-23,109.7647
2019-07-22,109.8442
2019-07-19,109.9452
2019-07-18,109.9132
2019-07-17,109.9627
2019-07-16,109.9867
2019-07-15,109.7337
2019-07-12,109.5318
2019-07-11,109.4743
2019-07-10,109.3169
2019-07-09,109.1838
2019-07-08,109.1874
2019-07-05,108.7955
2019-07-04,108.5121
2019-07-03,108.3382
2019-07-02,108.1931
2019-07-01,108.1256
2019-06-28,108.6965
2019-06-27,108.6419
2019-06-26,108.5743
2019-06-25,108.6866
2019-06-24,108.7688
2019-06-21,108.7669
2019-06-20,108.9192
2019-06-19,108.7881
2019-06-18,108.7605
2019-06-17,108.5057
2019-06-14,108.4795
2019-06-13,108.3047
2019-06-12,108.2478
2019-06-11,108.1479
2019-06-10,108.1145
2019-06-07,108.2693
2019-06-06,108.437
2019-06-04,108.1807
2019-06-03,108.233
2019-05-31,108.7605
2019-05-30,108.4818
2019-05-29,108.5023
2019-05-28,108.4897
2019-05-27,108.3845
2019-05-24,108.0174
2019-05-23,107.9006
2019-05-22,107.6845
2019-05-21,107.6364
2019-05-20,107.6344
2019-05-17,107.4035
2019-05-16,107.3033
2019-05-15,107.2653
2019-05-14,107.2462
2019-05-13,107.1389
2019-05-10,107.0444
2019-05-09,107.0236
2019-05-08,107.0014
2019-05-07,106.9478
2019-05-06,106.904
2019-05-03,106.8264
2019-05-02,106.8643
2019-04-30,106.8488
2019-04-26,107.3226
2019-04-25,107.2578
2019-04-24,107.3266
2019-04-23,107.2515
2019-04-22,107.2461
2019-04-18,107.3141
2019-04-16,107.2955
2019-04-15,107.2859
2019-04-12,107.3173
2019-04-11,107.3487
2019-04-10,107.392
2019-04-09,107.3357
2019-04-08,107.3305
2019-04-05,107.4319
2019-04-04,107.5383
2019-04-03,107.6259
2019-04-02,107.648
2019-03-29,108.1051
2019-03-28,107.8248
2019-03-27,107.8116
2019-03-26,107.7962
2019-03-25,107.8045
2019-03-22,107.6516
2019-03-20,107.5596
2019-03-19,107.5107
2019-03-18,107.5394
2019-03-15,107.4286
2019-03-14,107.338
2019-03-13,107.2169
2019-03-12,107.205
2019-03-11,107.1248
2019-03-08,106.9989
2019-03-07,106.9155
2019-03-06,106.8264
2019-03-05,106.761
2019-03-01,106.6254
2019-02-28,106.5648
2019-02-27,106.524
2019-02-26,106.5683
2019-02-25,106.5669
2019-02-22,107.1219
2019-02-21,107.1002
2019-02-20,107.09
2019-02-18,107.0306
2019-02-15,107.0746
2019-02-14,107.1289
2019-02-13,107.1822
2019-02-12,106.9732
2019-02-11,107.0021
2019-02-08,106.9442
2019-02-07,106.8725
2019-02-06,106.7017
2019-02-05,106.6521
2019-02-04,106.6286
2019-02-01,106.6186
2019-01-31,106.7289
2019-01-30,106.7036
2019-01-29,106.7144
2019-01-28,106.6953
2019-01-25,107.2484
2019-01-24,107.2342
2019-01-23,107.2166
2019-01-22,107.2114
2019-01-21,107.1349
2019-01-18,107.1922
2019-01-17,107.1929
2019-01-16,107.1777
2019-01-15,107.199
2019-01-14,107.1781
2019-01-11,107.0521
2019-01-10,106.9817
2019-01-09,106.951
2019-01-08,106.9213
2019-01-07,106.8018
2019-01-04,106.7787
2019-01-03,106.772
2019-01-02,106.8127
2019-01-01,106.7429
2018-12-31,106.7967
2018-12-28,107.323
2018-12-27,107.4235
2018-12-26,107.3769
2018-12-24,107.2299
2018-12-21,107.1646
2018-12-20,107.1527
2018-12-19,107.1393
2018-12-18,106.9009
2018-12-17,106.7814
2018-12-14,106.7299
2018-12-13,106.7722
2018-12-12,106.7811
2018-12-11,106.6185
2018-12-10,106.5922
2018-12-07,106.7622
2018-12-06,106.7995
2018-12-05,106.6508
2018-12-04,106.4336
2018-12-03,106.3404
2018-11-30,107.0769
2018-11-29,107.016
2018-11-28,106.922
2018-11-27,106.7921
2018-11-26,106.7744
2018-11-22,106.7177
2018-11-20,106.5551
2018-11-19,106.5243
2018-11-16,106.4296
2018-11-15,106.4795
2018-11-14,106.4519
2018-11-13,106.369
2018-11-12,106.2816
2018-11-09,106.2562
2018-11-06,106.1482
2018-11-05,106.1124
2018-11-02,106.0677
2018-11-01,105.9617
2018-10-31,105.9048
2018-10-30,105.9129
2018-10-29,105.9124
2018-10-26,106.3631
2018-10-25,106.3706
2018-10-24,106.3706
2018-10-23,106.3327
2018-10-22,106.2984
2018-10-19,106.249
2018-10-17,106.2063
2018-10-16,106.2141
2018-10-15,106.1383
2018-10-12,105.9943
2018-10-11,105.9681
2018-10-10,105.9283
2018-10-09,105.891
2018-10-08,105.9924
2018-10-05,105.8966
2018-10-04,105.6392
2018-10-03,105.7371
2018-10-01,105.8044
2018-09-28,106.2331
2018-09-27,106.1364
2018-09-26,105.8725
2018-09-25,105.8001
2018-09-24,105.8647
2018-09-21,105.968
2018-09-19,105.954
2018-09-18,105.8998
2018-09-17,105.8869
2018-09-14,105.8232
2018-09-12,105.7651
2018-09-11,105.7507
2018-09-10,105.773
2018-09-07,105.8806
2018-09-06,105.8292
2018-09-05,105.8177
2018-09-04,105.8374
2018-09-03,105.9155
2018-08-31,106.5911
2018-08-30,106.5882
2018-08-29,106.6063
2018-08-28,106.6039
2018-08-27,106.585
2018-08-24,106.5284
2018-08-23,106.5223
2018-08-21,106.5302
2018-08-20,106.5028
2018-08-16,106.3945
2018-08-14,106.4015
2018-08-13,106.3762
2018-08-10,106.3908
2018-08-09,106.3697
2018-08-08,106.3112
2018-08-07,106.2825
2018-08-06,106.2771
2018-08-03,106.2436
2018-08-02,106.2686
2018-08-01,106.2487
2018-07-31,106.144
2018-07-30,106.0879
2018-07-27,106.5964
2018-07-26,106.5665
2018-07-25,106.5145
2018-07-24,106.4913
2018-07-23,106.4672
2018-07-20,106.4255
2018-07-19,106.422
2018-07-18,106.4353
2018-07-17,106.4169
2018-07-16,106.3281
2018-07-13,106.2988
2018-07-12,106.2401
2018-07-11,106.1293
2018-07-10,106.0937
2018-07-09,106.0577
2018-07-06,105.9832
2018-07-05,105.9548
2018-07-04,105.9556
2018-07-03,105.8742
2018-07-02,105.8399
2018-06-29,106.4478
2018-06-28,106.4122
2018-06-27,106.4591
2018-06-26,106.4953
2018-06-25,106.4827
2018-06-22,106.4275
2018-06-21,106.4254
2018-06-20,106.3256
2018-06-19,106.2626
2018-06-18,106.2222
2018-06-15,106.1062
2018-06-14,106.035
2018-06-13,105.9631
2018-06-12,105.8837
2018-06-11,105.8624
2018-06-08,105.824
2018-06-07,105.7332
2018-06-06,105.8193
2018-06-05,105.8709
2018-06-04,105.8213
2018-06-01,105.7972
2018-05-31,105.8363
2018-05-30,105.9178
2018-05-29,105.8753
2018-05-28,105.8381
2018-05-25,106.274
2018-05-24,106.1752
2018-05-23,106.1896
2018-05-22,106.1981
2018-05-21,106.1759
2018-05-18,106.1522
2018-05-17,106.0138
2018-05-16,106.0564
2018-05-15,106.1564
2018-05-14,106.2673
2018-05-11,106.3016
2018-05-10,106.318
2018-05-09,106.3543
2018-05-08,106.4757
2018-05-07,106.4474
2018-05-04,106.3246
2018-05-03,106.3257
2018-05-02,106.3134
2018-04-27,106.6355
2018-04-26,106.6599
2018-04-25,106.7407
2018-04-24,106.8445
2018-04-23,106.8617
2018-04-20,106.8632
2018-04-19,107.0133
2018-04-18,107.1798
2018-04-17,107.2543
2018-04-16,107.2584
2018-04-13,107.2218
2018-04-12,107.1864
2018-04-11,107.169
2018-04-10,107.3151
2018-04-09,107.4662
2018-04-06,107.4423
2018-04-05,107.4229
2018-04-04,107.1307
2018-04-03,107.8381
2018-03-28,107.6087
2018-03-27,107.5456
2018-03-26,107.1696
2018-03-23,107.1464
2018-03-22,107.1143
2018-03-21,107.0798
2018-03-20,107.0706
2018-03-19,107.0615
2018-03-16,107.0436
2018-03-15,106.8896
2018-03-14,106.7997
2018-03-13,106.787
2018-03-12,106.726
2018-03-09,106.5941
2018-03-08,106.5879
2018-03-07,106.5064
2018-03-06,106.3475
2018-03-05,106.3146
2018-03-01,106.2374
2018-02-28,106.2501
2018-02-27,106.2561
2018-02-26,106.2867
2018-02-23,106.5634
2018-02-22,106.4687
2018-02-21,106.5501
2018-02-20,106.578
2018-02-16,106.6007
2018-02-15,106.5829
2018-02-14,106.6519
2018-02-12,106.5965
2018-02-09,106.5366
2018-02-08,106.5281
2018-02-07,106.4266
2018-02-06,106.3227
2018-02-05,106.2736
2018-02-02,106.2273
2018-02-01,106.1948
2018-01-31,106.4112
2018-01-30,106.382
2018-01-29,106.9671
2018-01-25,106.9838
2018-01-24,107.0076
2018-01-23,107.0239
2018-01-22,106.9441
2018-01-19,106.8944
2018-01-18,106.8809
2018-01-17,106.9163
2018-01-16,106.7625
2018-01-15,106.8775
2018-01-12,106.7976
2018-01-11,106.7889
2018-01-10,106.7996
2018-01-09,106.9037
2018-01-08,106.9218
2018-01-05,106.8861
2018-01-04,106.7741
2018-01-03,106.8062
2018-01-02,106.79
2018-01-01,106.7793
2017-12-29,107.4115
2017-12-28,107.1649
2017-12-27,107.3117
2017-12-26,107.2906
2017-12-22,107.2856
2017-12-21,107.3507
2017-12-20,107.4064
2017-12-19,107.4866
2017-12-18,107.4652
2017-12-15,107.4336
2017-12-14,107.4496
2017-12-13,107.4386
2017-12-12,107.4758
2017-12-11,107.5133
2017-12-08,107.5665
2017-12-07,107.5654
2017-12-06,107.5618
2017-12-05,107.5172
2017-12-04,107.4948
2017-11-30,107.4379
2017-11-29,107.4253
2017-11-28,107.399
2017-11-27,107.3817
2017-11-24,108.0129
2017-11-23,108.0038
2017-11-22,108.0556
2017-11-21,108.1599
2017-11-20,108.1553
2017-11-17,107.9058
2017-11-16,107.8428
2017-11-15,107.9366
2017-11-14,107.89
2017-11-13,108.0301
2017-11-10,107.9935
2017-11-09,107.987
2017-11-08,107.9591
2017-11-07,107.9505
2017-11-06,107.9866
2017-11-03,107.957
2017-11-02,107.92
2017-11-01,107.8801
2017-10-31,107.8648
2017-10-30,107.824
2017-10-27,108.4916
2017-10-26,108.4864
2017-10-25,108.4623
2017-10-24,108.4706
2017-10-23,108.4289
2017-10-18,108.4023
2017-10-17,108.3872
2017-10-16,108.375
2017-10-13,108.2977
2017-10-12,108.207
2017-10-11,108.1859
2017-10-10,108.153
2017-10-09,108.1244
2017-10-06,108.0976
2017-10-05,108.1004
2017-10-04,108.1417
2017-10-03,108.2038
2017-09-29,108.7974
2017-09-28,108.7919
2017-09-27,108.7136
2017-09-26,108.7028
2017-09-25,108.7579
2017-09-22,108.6317
2017-09-21,108.6458
2017-09-20,108.8291
2017-09-19,108.7964
2017-09-18,108.7648
2017-09-15,108.7575
2017-09-14,108.7769
2017-09-13,108.7634
2017-09-12,108.7893
2017-09-11,108.8137
2017-09-08,108.7825
2017-09-07,108.7909
2017-09-06,108.802
2017-09-05,108.7645
2017-09-04,108.7614
2017-09-01,108.7007
2017-08-31,108.5703
2017-08-30,108.5176
2017-08-29,108.506
2017-08-28,109.1911
2017-08-24,109.1342
2017-08-23,109.1117
2017-08-22,109.1023
2017-08-21,109.1032
2017-08-18,109.0407
2017-08-16,108.9574
2017-08-14,108.9599
2017-08-11,108.9211
2017-08-10,108.9346
2017-08-09,108.9714
2017-08-08,108.9577
2017-08-07,108.9402
2017-08-04,108.9162
2017-08-03,108.8954
2017-08-02,108.6849
2017-08-01,108.6329
2017-07-31,108.5833
2017-07-28,109.2196
2017-07-27,109.2273
2017-07-26,109.1745
2017-07-25,109.2024
2017-07-24,109.1991
2017-07-21,109.0872
2017-07-20,108.9637
2017-07-19,108.9275
2017-07-18,108.8622
2017-07-17,108.8141
2017-07-14,108.7147
2017-07-13,108.6974
2017-07-12,108.6421
2017-07-11,108.5888
2017-07-10,108.5396
2017-07-07,108.3501
2017-07-06,108.3116
2017-07-05,108.2468
2017-07-04,108.1789
2017-07-03,108.1107
2017-06-30,109.0659
2017-06-29,109.072
2017-06-28,109.0731
2017-06-27,109.1447
2017-06-23,109.0972
2017-06-22,109.0914
2017-06-21,109.1028
2017-06-20,109.0376
2017-06-19,109.0171
2017-06-16,108.9465
2017-06-15,108.96
2017-06-14,108.9322
2017-06-13,108.9169
2017-06-12,108.8375
2017-06-09,108.7707
2017-06-08,108.6861
2017-06-07,108.4013
2017-06-06,108.1166
2017-06-05,108.0947
2017-06-02,108.0605
2017-06-01,108.0176
2017-05-31,107.8792
2017-05-30,107.817
2017-05-29,107.7943
2017-05-26,108.4532
2017-05-25,108.3623
2017-05-24,108.2804
2017-05-23,108.2494
2017-05-22,108.1905
2017-05-19,108.056
2017-05-18,108.047
2017-05-17,108.0238
2017-05-16,108.0052
2017-05-15,108.0264
2017-05-12,107.7399
2017-05-11,107.655
2017-05-09,107.6131
2017-05-08,107.6091
2017-05-05,107.512
2017-05-04,107.4314
2017-05-03,107.431
2017-05-02,107.3901
2017-04-28,108.0619
2017-04-27,108.0639
2017-04-26,108.0616
2017-04-25,108.1592
2017-04-24,108.0598
2017-04-21,108.0054
2017-04-20,108.1301
2017-04-19,108.1282
2017-04-18,108.019
2017-04-17,108.0033
2017-04-13,107.9675
2017-04-12,107.8427
2017-04-11,107.7185
2017-04-10,107.5795
2017-04-07,107.5059
2017-04-06,107.551
2017-04-05,107.8702
2017-04-03,107.8967
2017-03-31,107.7797
2017-03-30,108.4587
2017-03-29,108.3599
2017-03-27,108.3826
2017-03-24,108.0847
2017-03-23,108.0501
2017-03-22,107.9815
2017-03-21,107.6099
2017-03-20,107.523
2017-03-17,107.5007
2017-03-16,107.4988
2017-03-15,107.3992
2017-03-14,107.0693
2017-03-10,107.0027
2017-03-09,107.1798
2017-03-08,107.202
2017-03-07,107.24
2017-03-06,107.2781
2017-03-03,107.4095
2017-03-02,107.2565
2017-03-01,107.2077
2017-02-28,107.3978
2017-02-27,108.1282
2017-02-23,107.9707
2017-02-22,107.8879
2017-02-20,108.0199
2017-02-17,108.123
2017-02-16,108.1234
2017-02-15,108.037
2017-02-14,107.9867
2017-02-13,108.0613
2017-02-10,108.0012
2017-02-09,107.7712
2017-02-08,108.2729
2017-02-07,109.6491
2017-02-06,109.6681
2017-02-03,109.648
2017-02-02,109.6547
2017-02-01,109.5458
2017-01-31,109.5023
2017-01-30,109.4955
2017-01-27,110.1162
2017-01-25,110.0559
2017-01-24,109.9952
2017-01-23,109.9477
2017-01-20,109.8952
2017-01-19,109.8676
2017-01-18,109.9359
2017-01-17,109.9815
2017-01-16,109.9189
2017-01-13,109.9349
2017-01-12,110.0066
2017-01-11,109.8657
2017-01-10,109.84
2017-01-09,109.8192
2017-01-06,109.7951
2017-01-05,109.7965
2017-01-04,109.8136
2017-01-03,109.5629
2017-01-02,109.6779
2016-12-30,109.7986
2016-12-29,109.6341
2016-12-28,109.343
2016-12-27,109.3302
2016-12-26,109.418
2016-12-23,109.5563
2016-12-22,109.6639
2016-12-21,109.8402
2016-12-20,109.7878
2016-12-19,109.7269
2016-12-16,109.6812
2016-12-15,109.7122
2016-12-14,110.1366
2016-12-13,110.0708
2016-12-09,109.9559
2016-12-08,110.0031
2016-12-07,110.1182
2016-12-06,111.1292
2016-12-05,111.0497
2016-12-02,110.9573
2016-12-01,111.0459
2016-11-30,110.9478
2016-11-29,110.6983
2016-11-28,110.7819
